repo_url,n_stars,n_issues,n_pulls,n_commits,n_forks,checkstyle_url
https://github.com/WasiqB/coteafs-appium,144,5,0,460,46,https://github.com/WasiqB/coteafs-appium/blob/master/checkstyle.xml
https://github.com/bernardosulzbach/dungeon,144,58,4,1133,51,https://github.com/bernardosulzbach/dungeon/blob/master/checkstyle.xml
https://github.com/omairqazi29/My-Carbon-Footprint,142,0,0,33,0,https://github.com/omairqazi29/My-Carbon-Footprint/blob/main/checkstyle.xml
https://github.com/iotaledger/iota-java,142,24,5,588,86,https://github.com/iotaledger/iota-java/blob/dev/checkstyle.xml
https://github.com/nekopanda/logbook,142,16,3,1128,64,https://github.com/nekopanda/logbook/blob/develop/checkstyle.xml
https://github.com/jenkinsci/kubernetes-cd-plugin,140,60,3,181,72,https://github.com/jenkinsci/kubernetes-cd-plugin/blob/dev/checkstyle.xml
https://github.com/spotify/zoltar,139,39,22,505,33,https://github.com/spotify/zoltar/blob/main/checkstyle.xml
https://github.com/spotify/futures-extra,138,0,0,221,33,https://github.com/spotify/futures-extra/blob/master/checkstyle.xml
https://github.com/spotify/annoy-java,138,7,0,74,46,https://github.com/spotify/annoy-java/blob/master/checkstyle.xml
https://github.com/tomdesair/tus-java-server,135,20,2,192,62,https://github.com/tomdesair/tus-java-server/blob/master/checkstyle.xml
https://github.com/spotify/github-java-client,135,22,6,365,85,https://github.com/spotify/github-java-client/blob/master/checkstyle.xml
https://github.com/EUSurvey/EUSURVEY,134,33,6,1163,34,https://github.com/EUSurvey/EUSURVEY/blob/master/checkstyle.xml
https://github.com/Aiven-Open/prometheus-exporter-plugin-for-opensearch,131,49,3,554,41,https://github.com/Aiven-Open/prometheus-exporter-plugin-for-opensearch/blob/main/checkstyle.xml
https://github.com/RohanNagar/jmail,131,8,1,415,6,https://github.com/RohanNagar/jmail/blob/master/checkstyle.xml
https://github.com/TeamNewPipe/NewPipe-legacy,130,34,0,8169,35,https://github.com/TeamNewPipe/NewPipe-legacy/blob/dev/checkstyle.xml
https://github.com/lovejjfg/PowerRecyclerView,129,1,1,174,34,https://github.com/lovejjfg/PowerRecyclerView/blob/master/checkstyle.xml
https://github.com/cdapio/netty-http,127,17,10,231,49,https://github.com/cdapio/netty-http/blob/develop/checkstyle.xml
https://github.com/xabgesagtx/telegram-spring-boot-starter,127,2,1,141,41,https://github.com/xabgesagtx/telegram-spring-boot-starter/blob/master/checkstyle.xml
https://github.com/MurasakiSeiFu/princess-sys,127,0,0,13,3,https://github.com/MurasakiSeiFu/princess-sys/blob/master/checkstyle.xml
https://github.com/noahbclarkson/Auto-Tune,125,45,6,403,24,https://github.com/noahbclarkson/Auto-Tune/blob/master/checkstyle.xml
https://github.com/evrignaud/fim,122,8,0,685,15,https://github.com/evrignaud/fim/blob/master/checkstyle.xml
https://github.com/dockstore/dockstore,121,519,7,3876,28,https://github.com/dockstore/dockstore/blob/develop/checkstyle.xml
https://github.com/Col-E/CAFED00D,120,3,0,251,14,https://github.com/Col-E/CAFED00D/blob/master/checkstyle.xml
https://github.com/square/point-of-sale-android-sdk,120,11,1,84,59,https://github.com/square/point-of-sale-android-sdk/blob/master/checkstyle.xml
https://github.com/LinuxSuRen/phoenix.webui.framework,120,8,6,1029,61,https://github.com/LinuxSuRen/phoenix.webui.framework/blob/master/checkstyle.xml
https://github.com/Adyen/adyen-java-api-library,119,19,14,1719,138,https://github.com/Adyen/adyen-java-api-library/blob/main/checkstyle.xml
https://github.com/apache/myfaces,119,3,3,6318,70,https://github.com/apache/myfaces/blob/main/checkstyle.xml
https://github.com/FabricMC/tiny-remapper,118,46,14,187,65,https://github.com/FabricMC/tiny-remapper/blob/master/checkstyle.xml
https://github.com/2008Choco/VeinMiner,116,5,0,567,38,https://github.com/2008Choco/VeinMiner/blob/master/checkstyle.xml
https://github.com/STAMP-project/dspot,114,59,0,752,28,https://github.com/STAMP-project/dspot/blob/master/checkstyle.xml
https://github.com/thulab/tsfile,113,21,1,365,22,https://github.com/thulab/tsfile/blob/master/checkstyle.xml
https://github.com/bes2008/easyjson,113,15,12,870,15,https://github.com/bes2008/easyjson/blob/master/checkstyle.xml
https://github.com/apache/tsfile,112,29,12,1213,52,https://github.com/apache/tsfile/blob/develop/checkstyle.xml
https://github.com/apache/incubator-nemo,112,21,21,644,65,https://github.com/apache/incubator-nemo/blob/master/checkstyle.xml
https://github.com/SwipeX/PokeMate,111,32,1,467,45,https://github.com/SwipeX/PokeMate/blob/master/checkstyle.xml
https://github.com/Arakne/Araknemu,111,24,0,917,28,https://github.com/Arakne/Araknemu/blob/master/checkstyle.xml
https://github.com/konsoletyper/teavm-flavour,110,41,17,384,20,https://github.com/konsoletyper/teavm-flavour/blob/master/checkstyle.xml
https://github.com/exadel-inc/etoolbox-authoring-kit,108,45,10,2794,13,https://github.com/exadel-inc/etoolbox-authoring-kit/blob/master/checkstyle.xml
https://github.com/chexagon/redis-session-manager,107,4,1,107,59,https://github.com/chexagon/redis-session-manager/blob/master/checkstyle.xml
https://github.com/apache/nifi-registry,107,7,7,372,98,https://github.com/apache/nifi-registry/blob/main/checkstyle.xml
https://github.com/protocol7/quincy,106,7,5,358,18,https://github.com/protocol7/quincy/blob/main/checkstyle.xml
https://github.com/saucelabs-training/demo-java,106,29,13,769,123,https://github.com/saucelabs-training/demo-java/blob/main/checkstyle.xml
https://github.com/uber/rides-java-sdk,105,11,1,156,56,https://github.com/uber/rides-java-sdk/blob/master/checkstyle.xml
https://github.com/FabricMC/fabric-installer,102,22,5,188,66,https://github.com/FabricMC/fabric-installer/blob/master/checkstyle.xml
https://github.com/xxxxue/Autojs_Rhino_Dex,102,0,0,15,37,https://github.com/xxxxue/Autojs_Rhino_Dex/blob/1.7.14/checkstyle.xml
https://github.com/paritytrading/nassau,102,1,0,685,43,https://github.com/paritytrading/nassau/blob/main/checkstyle.xml
https://github.com/msanez/sonar-branch-community,101,1,1,6,76,https://github.com/msanez/sonar-branch-community/blob/master/checkstyle.xml
https://github.com/twotoasters/multi-column-list-adapter,100,0,0,15,20,https://github.com/twotoasters/multi-column-list-adapter/blob/master/checkstyle.xml
https://github.com/msiedlarek/winthing,100,8,0,91,17,https://github.com/msiedlarek/winthing/blob/master/checkstyle.xml
https://github.com/sputnikdev/bluetooth-manager,99,11,2,188,22,https://github.com/sputnikdev/bluetooth-manager/blob/master/checkstyle.xml
https://github.com/1C-Company/ssl-support,98,46,2,124,15,https://github.com/1C-Company/ssl-support/blob/master/checkstyle.xml
https://github.com/baoti/Pioneer,98,0,0,106,33,https://github.com/baoti/Pioneer/blob/master/checkstyle.xml
https://github.com/smartcat-labs/cassandra-migration-tool-java,98,9,2,59,21,https://github.com/smartcat-labs/cassandra-migration-tool-java/blob/develop/checkstyle.xml
https://github.com/leadpony/justify,98,19,2,416,18,https://github.com/leadpony/justify/blob/master/checkstyle.xml
https://github.com/eclipse/mosaic,97,5,3,361,56,https://github.com/eclipse/mosaic/blob/main/checkstyle.xml
https://github.com/XRPLF/xrpl4j,96,84,10,499,56,https://github.com/XRPLF/xrpl4j/blob/main/checkstyle.xml
https://github.com/zugaldia/android-robocar,94,14,3,101,21,https://github.com/zugaldia/android-robocar/blob/master/checkstyle.xml
https://github.com/AlejandroRivera/embedded-rabbitmq,94,13,5,116,15,https://github.com/AlejandroRivera/embedded-rabbitmq/blob/master/checkstyle.xml
https://github.com/jhipster/jhipster-sample-app-vuejs,94,1,1,56,35,https://github.com/jhipster/jhipster-sample-app-vuejs/blob/main/checkstyle.xml
https://github.com/NFLeo/Matisse,92,0,0,25,11,https://github.com/NFLeo/Matisse/blob/master/checkstyle.xml
https://github.com/fasten-project/fasten,92,28,10,3821,28,https://github.com/fasten-project/fasten/blob/main/checkstyle.xml
https://github.com/open-feature/java-sdk,91,9,3,1343,40,https://github.com/open-feature/java-sdk/blob/main/checkstyle.xml
https://github.com/getgauge/gauge-java,91,25,0,1067,47,https://github.com/getgauge/gauge-java/blob/master/checkstyle.xml
https://github.com/CoXier/Girl,91,0,0,108,23,https://github.com/CoXier/Girl/blob/master/checkstyle.xml
https://github.com/eleventigers/rxeither,91,0,0,30,4,https://github.com/eleventigers/rxeither/blob/master/checkstyle.xml
https://github.com/ayltai/Newspaper,90,4,0,900,31,https://github.com/ayltai/Newspaper/blob/develop/checkstyle.xml
https://github.com/offbynull/portmapper,90,9,2,245,15,https://github.com/offbynull/portmapper/blob/master/checkstyle.xml
https://github.com/darkhelmet-gaming/Prism,90,2,2,272,50,https://github.com/darkhelmet-gaming/Prism/blob/master/checkstyle.xml
https://github.com/borovikovd/realworld-backend-spring-ddd,89,2,1,2,33,https://github.com/borovikovd/realworld-backend-spring-ddd/blob/master/checkstyle.xml
https://github.com/illusivesoulworks/polymorph,89,37,0,274,35,https://github.com/illusivesoulworks/polymorph/blob/1.21.x/checkstyle.xml
https://github.com/orhanobut/mockwebserverplus,89,5,1,27,19,https://github.com/orhanobut/mockwebserverplus/blob/master/checkstyle.xml
https://github.com/javadev/file-manager,89,0,0,74,32,https://github.com/javadev/file-manager/blob/main/checkstyle.xml
https://github.com/data-integrations/wrangler,89,23,23,1525,56,https://github.com/data-integrations/wrangler/blob/develop/checkstyle.xml
https://github.com/tfonteyn/NeverTooManyBooks,88,10,0,9506,4,https://github.com/tfonteyn/NeverTooManyBooks/blob/dev/checkstyle.xml
https://github.com/OpenDA-Association/OpenDA,87,111,20,1890,31,https://github.com/OpenDA-Association/OpenDA/blob/master/checkstyle.xml
https://github.com/GIScience/helios,87,7,1,96,41,https://github.com/GIScience/helios/blob/master/checkstyle.xml
https://github.com/tonilopezmr/Game-of-Thrones,86,5,0,230,14,https://github.com/tonilopezmr/Game-of-Thrones/blob/master/checkstyle.xml
https://github.com/adyen-examples/adyen-java-react-ecommerce-example,86,11,11,50,93,https://github.com/adyen-examples/adyen-java-react-ecommerce-example/blob/main/checkstyle.xml
https://github.com/finos/legend-engine,85,23,22,3302,237,https://github.com/finos/legend-engine/blob/master/checkstyle.xml
https://github.com/SUSE/salt-netapi-client,85,21,2,1010,95,https://github.com/SUSE/salt-netapi-client/blob/master/checkstyle.xml
https://github.com/mewebstudio/java-spring-boot-boilerplate,84,0,0,29,28,https://github.com/mewebstudio/java-spring-boot-boilerplate/blob/main/checkstyle.xml
https://github.com/y-grey/NewButterKnife,83,0,0,10,0,https://github.com/y-grey/NewButterKnife/blob/master/checkstyle.xml
https://github.com/dengliming/redis-modules-java,83,3,0,181,26,https://github.com/dengliming/redis-modules-java/blob/master/checkstyle.xml
https://github.com/distkv-project/distkv,83,12,0,381,22,https://github.com/distkv-project/distkv/blob/master/checkstyle.xml
https://github.com/uchicago/shibboleth-oidc,82,9,2,344,19,https://github.com/uchicago/shibboleth-oidc/blob/master/checkstyle.xml
https://github.com/LoboEvolution/LoboEvolution,82,1,0,739,15,https://github.com/LoboEvolution/LoboEvolution/blob/master/checkstyle.xml
https://github.com/mam-dev/cosmo,80,18,3,671,45,https://github.com/mam-dev/cosmo/blob/master/checkstyle.xml
https://github.com/Sesu8642/FeudalTactics,80,35,1,560,20,https://github.com/Sesu8642/FeudalTactics/blob/master/checkstyle.xml
https://github.com/chsami/Microbot,80,6,2,17512,147,https://github.com/chsami/Microbot/blob/main/checkstyle.xml
https://github.com/confluentinc/kafka-streams-examples,79,31,14,11060,1149,https://github.com/confluentinc/kafka-streams-examples/blob/master/checkstyle.xml
https://github.com/sfPlayer1/Matcher,79,10,4,154,42,https://github.com/sfPlayer1/Matcher/blob/master/checkstyle.xml
https://github.com/WasiqB/coteafs-selenium,79,8,2,159,35,https://github.com/WasiqB/coteafs-selenium/blob/master/checkstyle.xml
https://github.com/openshift/openshift-restclient-java,78,0,0,1173,112,https://github.com/openshift/openshift-restclient-java/blob/master/checkstyle.xml
https://github.com/sputnikdev/bluetooth-gatt-parser,78,7,3,141,36,https://github.com/sputnikdev/bluetooth-gatt-parser/blob/master/checkstyle.xml
https://github.com/DoublesunRUS/ru.capralow.dt.unit,77,10,0,303,15,https://github.com/DoublesunRUS/ru.capralow.dt.unit/blob/master/checkstyle.xml
https://github.com/0xZhangKe/Glide-note,77,0,0,16,12,https://github.com/0xZhangKe/Glide-note/blob/master/checkstyle.xml
https://github.com/fintrace/tspl2-driver,77,13,5,219,15,https://github.com/fintrace/tspl2-driver/blob/master/checkstyle.xml
https://github.com/jeppeman/HighLite,77,0,0,178,5,https://github.com/jeppeman/HighLite/blob/master/checkstyle.xml
https://github.com/kaoto-archive/kaoto-backend,75,64,10,1050,32,https://github.com/kaoto-archive/kaoto-backend/blob/main/checkstyle.xml
https://github.com/CourseOrchestra/celesta,75,6,2,2357,17,https://github.com/CourseOrchestra/celesta/blob/dev/checkstyle.xml
https://github.com/tumblr/PermissMe,75,0,0,46,11,https://github.com/tumblr/PermissMe/blob/master/checkstyle.xml
https://github.com/contentful/contentful.java,74,15,2,782,49,https://github.com/contentful/contentful.java/blob/master/checkstyle.xml
https://github.com/aws-samples/i-love-my-local-farmer,73,3,3,170,26,https://github.com/aws-samples/i-love-my-local-farmer/blob/main/checkstyle.xml
https://github.com/HL7/fhir-ig-publisher,73,176,3,3654,57,https://github.com/HL7/fhir-ig-publisher/blob/master/checkstyle.xml
https://github.com/pwittchen/kirai,73,0,0,145,11,https://github.com/pwittchen/kirai/blob/master/checkstyle.xml
https://github.com/PreferredAI/venom,73,1,1,151,5,https://github.com/PreferredAI/venom/blob/master/checkstyle.xml
https://github.com/Judge-Girl/Judge-Girl,72,34,1,270,11,https://github.com/Judge-Girl/Judge-Girl/blob/master/checkstyle.xml
https://github.com/jawg/osm-contributor,72,41,1,580,25,https://github.com/jawg/osm-contributor/blob/master/checkstyle.xml
https://github.com/matomo-org/matomo-java-tracker,70,2,0,616,52,https://github.com/matomo-org/matomo-java-tracker/blob/main/checkstyle.xml
https://github.com/square/pagerduty-incidents,70,10,7,50,29,https://github.com/square/pagerduty-incidents/blob/master/checkstyle.xml
https://github.com/Pante/chimera,70,12,10,1920,7,https://github.com/Pante/chimera/blob/master/checkstyle.xml
https://github.com/spotify/bigtable-autoscaler,68,17,9,421,23,https://github.com/spotify/bigtable-autoscaler/blob/master/checkstyle.xml
https://github.com/theborakompanioni/bitcoin-spring-boot-starter,68,5,3,1057,16,https://github.com/theborakompanioni/bitcoin-spring-boot-starter/blob/devel/checkstyle.xml
https://github.com/apache/twill,68,2,2,294,71,https://github.com/apache/twill/blob/master/checkstyle.xml
https://github.com/prebid/prebid-server-java,68,40,15,3011,182,https://github.com/prebid/prebid-server-java/blob/master/checkstyle.xml
https://github.com/runelite/launcher,68,10,2,514,97,https://github.com/runelite/launcher/blob/master/checkstyle.xml
https://github.com/cdapio/hydrator-plugins,67,27,27,2903,100,https://github.com/cdapio/hydrator-plugins/blob/develop/checkstyle.xml
https://github.com/patrickfav/id-mask,67,4,2,161,3,https://github.com/patrickfav/id-mask/blob/main/checkstyle.xml
https://github.com/finos/legend-pure,67,41,29,1140,138,https://github.com/finos/legend-pure/blob/master/checkstyle.xml
https://github.com/hyperchain/javasdk,67,14,5,631,37,https://github.com/hyperchain/javasdk/blob/master/checkstyle.xml
https://github.com/Zlika/reproducible-build-maven-plugin,67,4,0,216,20,https://github.com/Zlika/reproducible-build-maven-plugin/blob/master/checkstyle.xml
https://github.com/Rubante/moquette,67,13,12,17,31,https://github.com/Rubante/moquette/blob/master/checkstyle.xml
https://github.com/spotify/semantic-metrics,66,24,14,239,36,https://github.com/spotify/semantic-metrics/blob/master/checkstyle.xml
https://github.com/arotenberg/swingx,65,1,0,5,37,https://github.com/arotenberg/swingx/blob/master/checkstyle.xml
https://github.com/exonum/exonum-java-binding,65,71,70,1701,30,https://github.com/exonum/exonum-java-binding/blob/master/checkstyle.xml
https://github.com/ita-social-projects/GreenCity,65,855,22,6776,80,https://github.com/ita-social-projects/GreenCity/blob/dev/checkstyle.xml
https://github.com/aws/amazon-redshift-jdbc-driver,64,26,5,294,30,https://github.com/aws/amazon-redshift-jdbc-driver/blob/master/checkstyle.xml
https://github.com/onlyloveyd/GankIOClient,64,1,1,131,16,https://github.com/onlyloveyd/GankIOClient/blob/master/checkstyle.xml
https://github.com/Legacy-Fabric/fabric,64,8,5,842,20,https://github.com/Legacy-Fabric/fabric/blob/main/checkstyle.xml
https://github.com/abstracta/wiresham,64,4,2,68,11,https://github.com/abstracta/wiresham/blob/master/checkstyle.xml
https://github.com/Workday/postman,63,3,0,67,15,https://github.com/Workday/postman/blob/master/checkstyle.xml
https://github.com/square/jna-gmp,62,7,2,71,24,https://github.com/square/jna-gmp/blob/master/checkstyle.xml
https://github.com/cubedb/cubedb,62,6,2,191,8,https://github.com/cubedb/cubedb/blob/master/checkstyle.xml
https://github.com/FAIRDataTeam/FAIRDataPoint,62,48,8,1499,40,https://github.com/FAIRDataTeam/FAIRDataPoint/blob/develop/checkstyle.xml
https://github.com/visallo/vertexium,62,34,12,1192,34,https://github.com/visallo/vertexium/blob/master/checkstyle.xml
https://github.com/diennea/bookkeeper-visual-manager,62,21,1,123,17,https://github.com/diennea/bookkeeper-visual-manager/blob/master/checkstyle.xml
https://github.com/cdapio/coopr,61,0,0,4068,15,https://github.com/cdapio/coopr/blob/develop/checkstyle.xml
https://github.com/FraunhoferIOSB/FAAAST-Service,61,5,4,1815,12,https://github.com/FraunhoferIOSB/FAAAST-Service/blob/main/checkstyle.xml
https://github.com/allegro/fogger,60,0,0,43,11,https://github.com/allegro/fogger/blob/master/checkstyle.xml
https://github.com/microsoft/todo-app-java-on-azure,59,18,10,44,251,https://github.com/microsoft/todo-app-java-on-azure/blob/master/checkstyle.xml
https://github.com/gudaoxuri/dew-common,59,0,0,145,29,https://github.com/gudaoxuri/dew-common/blob/master/checkstyle.xml
https://github.com/smartcat-labs/ranger,59,14,1,138,11,https://github.com/smartcat-labs/ranger/blob/dev/checkstyle.xml
https://github.com/GoogleCloudPlatform/kafka-pubsub-emulator,58,0,0,42,28,https://github.com/GoogleCloudPlatform/kafka-pubsub-emulator/blob/master/checkstyle.xml
https://github.com/zhztheplayer/DFA-Regex,58,2,2,24,17,https://github.com/zhztheplayer/DFA-Regex/blob/master/checkstyle.xml
https://github.com/yahoo/imapnio,57,8,4,279,50,https://github.com/yahoo/imapnio/blob/master/checkstyle.xml
https://github.com/protostuff/protostuff-compiler,57,11,2,471,30,https://github.com/protostuff/protostuff-compiler/blob/master/checkstyle.xml
https://github.com/jhipster/jhipster-sample-app-microservice,57,2,2,135,56,https://github.com/jhipster/jhipster-sample-app-microservice/blob/main/checkstyle.xml
https://github.com/Fitbit/bitgatt,57,4,3,168,17,https://github.com/Fitbit/bitgatt/blob/develop/checkstyle.xml
https://github.com/OneDrive/onedrive-explorer-android,57,5,1,111,27,https://github.com/OneDrive/onedrive-explorer-android/blob/master/checkstyle.xml
https://github.com/zach-m/jonix,57,1,0,442,17,https://github.com/zach-m/jonix/blob/master/checkstyle.xml
https://github.com/jenkinsci/google-compute-engine-plugin,57,105,19,589,89,https://github.com/jenkinsci/google-compute-engine-plugin/blob/develop/checkstyle.xml
https://github.com/woltapp/parallelpbf,56,5,3,120,16,https://github.com/woltapp/parallelpbf/blob/master/checkstyle.xml
https://github.com/wenqiglantz/customer-service,56,3,3,405,27,https://github.com/wenqiglantz/customer-service/blob/main/checkstyle.xml
https://github.com/damiencarol/jsr203-hadoop,56,12,4,285,37,https://github.com/damiencarol/jsr203-hadoop/blob/master/checkstyle.xml
https://github.com/segmentio/retrofit-jsonrpc,55,7,4,19,22,https://github.com/segmentio/retrofit-jsonrpc/blob/master/checkstyle.xml
https://github.com/adorsys/datasafe,55,39,9,1809,24,https://github.com/adorsys/datasafe/blob/develop/checkstyle.xml
https://github.com/akarnokd/akarnokd-misc,54,4,0,665,21,https://github.com/akarnokd/akarnokd-misc/blob/master/checkstyle.xml
https://github.com/FaustXVI/junit5-docker,54,17,1,236,7,https://github.com/FaustXVI/junit5-docker/blob/master/checkstyle.xml
https://github.com/illusivesoulworks/elytraslot,54,15,0,100,21,https://github.com/illusivesoulworks/elytraslot/blob/1.21.x/checkstyle.xml
https://github.com/XiangRongLin/NewPipe-preuinified,54,11,0,6885,6,https://github.com/XiangRongLin/NewPipe-preuinified/blob/pre-unified/checkstyle.xml
https://github.com/OpenTOSCA/container,54,12,1,1503,29,https://github.com/OpenTOSCA/container/blob/master/checkstyle.xml
https://github.com/zk1931/jzab,54,6,0,380,23,https://github.com/zk1931/jzab/blob/master/checkstyle.xml
https://github.com/nginxinc/bank-of-sirius,53,31,22,842,13,https://github.com/nginxinc/bank-of-sirius/blob/master/checkstyle.xml
https://github.com/resourcepool/ssdp-client,53,2,0,86,21,https://github.com/resourcepool/ssdp-client/blob/master/checkstyle.xml
https://github.com/konsoletyper/teavm-javac,53,8,1,32,17,https://github.com/konsoletyper/teavm-javac/blob/master/checkstyle.xml
https://github.com/dillydill123/inventory-setups,53,52,1,573,30,https://github.com/dillydill123/inventory-setups/blob/master/checkstyle.xml
https://github.com/osglworks/java-di,52,1,0,324,14,https://github.com/osglworks/java-di/blob/master/checkstyle.xml
https://github.com/apache/commons-scxml,52,6,6,1891,50,https://github.com/apache/commons-scxml/blob/master/checkstyle.xml
https://github.com/smartcat-labs/berserker,52,26,4,133,8,https://github.com/smartcat-labs/berserker/blob/dev/checkstyle.xml
https://github.com/apache/mina-ftpserver,52,16,4,1057,29,https://github.com/apache/mina-ftpserver/blob/master/checkstyle.xml
https://github.com/GenomiqueENS/eoulsan,52,7,7,5385,10,https://github.com/GenomiqueENS/eoulsan/blob/master/checkstyle.xml
https://github.com/smartcat-labs/cassandra-diagnostics,51,24,1,298,6,https://github.com/smartcat-labs/cassandra-diagnostics/blob/dev/checkstyle.xml
https://github.com/sai-pullabhotla/catatumbo,51,19,3,244,20,https://github.com/sai-pullabhotla/catatumbo/blob/master/checkstyle.xml
https://github.com/jvirtanen/coinbase-fix-example,51,0,0,179,15,https://github.com/jvirtanen/coinbase-fix-example/blob/main/checkstyle.xml
https://github.com/microsoftgraph/msgraph-sdk-android,51,0,0,265,43,https://github.com/microsoftgraph/msgraph-sdk-android/blob/master/checkstyle.xml
https://github.com/tokuhirom/avans,50,10,4,895,14,https://github.com/tokuhirom/avans/blob/master/checkstyle.xml
https://github.com/AndrewReitz/shillelagh,49,4,0,273,8,https://github.com/AndrewReitz/shillelagh/blob/master/checkstyle.xml
https://github.com/aws-cloudformation/aws-cloudformation-resource-providers-cloudformation,49,11,1,220,36,https://github.com/aws-cloudformation/aws-cloudformation-resource-providers-cloudformation/blob/master/checkstyle.xml
https://github.com/jaredpetersen/kafka-connect-redis,49,8,1,19,11,https://github.com/jaredpetersen/kafka-connect-redis/blob/main/checkstyle.xml
https://github.com/naver/arcus-java-client,49,26,17,1284,47,https://github.com/naver/arcus-java-client/blob/master/checkstyle.xml
https://github.com/Blazemeter/HLSPlugin,48,14,3,19,17,https://github.com/Blazemeter/HLSPlugin/blob/master/checkstyle.xml
https://github.com/etsy/arbiter,48,3,1,19,19,https://github.com/etsy/arbiter/blob/master/checkstyle.xml
https://github.com/sinuscosinustan/hetznercloud-java,48,14,10,359,20,https://github.com/sinuscosinustan/hetznercloud-java/blob/main/checkstyle.xml
https://github.com/sngular/scs-multiapi-plugin,48,22,0,203,10,https://github.com/sngular/scs-multiapi-plugin/blob/main/checkstyle.xml
https://github.com/qyxxjd/BaseProject,48,0,0,37,16,https://github.com/qyxxjd/BaseProject/blob/master/checkstyle.xml
https://github.com/fmcejudo/quarkus-eureka,48,7,1,215,25,https://github.com/fmcejudo/quarkus-eureka/blob/master/checkstyle.xml
https://github.com/jenkinsci/azure-vm-agents-plugin,47,25,2,988,102,https://github.com/jenkinsci/azure-vm-agents-plugin/blob/master/checkstyle.xml
https://github.com/illusivesoulworks/comforts,47,5,0,323,30,https://github.com/illusivesoulworks/comforts/blob/1.21.x/checkstyle.xml
https://github.com/sputnikdev/eclipse-smarthome-bluetooth-binding,46,56,1,135,10,https://github.com/sputnikdev/eclipse-smarthome-bluetooth-binding/blob/master/checkstyle.xml
https://github.com/Blazemeter/jmeter-http2-plugin,46,29,4,75,27,https://github.com/Blazemeter/jmeter-http2-plugin/blob/master/checkstyle.xml
https://github.com/macaca-sample/macaca-java-biz-sample,46,5,0,25,21,https://github.com/macaca-sample/macaca-java-biz-sample/blob/master/checkstyle.xml
https://github.com/arcao/slf4j-timber,46,2,1,76,8,https://github.com/arcao/slf4j-timber/blob/master/checkstyle.xml
https://github.com/sterodium/selenium-grid-extensions,46,3,0,86,23,https://github.com/sterodium/selenium-grid-extensions/blob/master/checkstyle.xml
https://github.com/TestingResearchIllinois/NonDex,46,32,11,314,35,https://github.com/TestingResearchIllinois/NonDex/blob/master/checkstyle.xml
https://github.com/SeeSharpSoft/intellij-file-preview,46,29,0,134,3,https://github.com/SeeSharpSoft/intellij-file-preview/blob/master/checkstyle.xml
https://github.com/zabetak/calcite-tutorial,46,5,1,24,21,https://github.com/zabetak/calcite-tutorial/blob/main/checkstyle.xml
https://github.com/mivek/MetarParser,46,9,8,737,31,https://github.com/mivek/MetarParser/blob/master/checkstyle.xml
https://github.com/JakeWharton/resourcefs,45,0,0,19,2,https://github.com/JakeWharton/resourcefs/blob/master/checkstyle.xml
https://github.com/Oliver-Loeffler/FXFileChooser,45,16,0,550,8,https://github.com/Oliver-Loeffler/FXFileChooser/blob/master/checkstyle.xml
https://github.com/esensar/neovim-java,45,7,0,424,9,https://github.com/esensar/neovim-java/blob/main/checkstyle.xml
https://github.com/echebbi/eclipse-discord-integration,45,14,0,182,5,https://github.com/echebbi/eclipse-discord-integration/blob/master/checkstyle.xml
https://github.com/winery/winery,45,58,16,2092,66,https://github.com/winery/winery/blob/main/checkstyle.xml
https://github.com/data-integrations/google-cloud,45,63,63,1490,85,https://github.com/data-integrations/google-cloud/blob/develop/checkstyle.xml
https://github.com/wso2/wso2-commons-vfs,45,0,0,157,68,https://github.com/wso2/wso2-commons-vfs/blob/2.2.x/checkstyle.xml
https://github.com/dream11/vertx-rest,45,2,2,10,2,https://github.com/dream11/vertx-rest/blob/master/checkstyle.xml
https://github.com/ksokol/carldav,44,0,0,1088,13,https://github.com/ksokol/carldav/blob/master/checkstyle.xml
https://github.com/prism/PrismRefracted,44,27,15,2200,21,https://github.com/prism/PrismRefracted/blob/main/checkstyle.xml
https://github.com/FabricMC/mapping-io,44,16,13,142,19,https://github.com/FabricMC/mapping-io/blob/dev/checkstyle.xml
https://github.com/CourseOrchestra/xylophone,44,8,7,410,7,https://github.com/CourseOrchestra/xylophone/blob/dev/checkstyle.xml
https://github.com/apache/cassandra-sidecar,44,13,13,156,37,https://github.com/apache/cassandra-sidecar/blob/trunk/checkstyle.xml
https://github.com/flyteorg/flytekit-java,44,7,7,574,28,https://github.com/flyteorg/flytekit-java/blob/master/checkstyle.xml
https://github.com/orangesignal/orangesignal-csv,43,17,3,297,22,https://github.com/orangesignal/orangesignal-csv/blob/master/checkstyle.xml
https://github.com/Col-E/SimAnalyzer,43,2,0,81,4,https://github.com/Col-E/SimAnalyzer/blob/master/checkstyle.xml
https://github.com/jenkinsci/atlassian-jira-software-cloud-plugin,43,25,9,467,47,https://github.com/jenkinsci/atlassian-jira-software-cloud-plugin/blob/main/checkstyle.xml
https://github.com/tommybuonomo/circleloading,43,0,0,5,9,https://github.com/tommybuonomo/circleloading/blob/master/checkstyle.xml
https://github.com/microsoft/spring-todo-app,43,3,1,16,44,https://github.com/microsoft/spring-todo-app/blob/master/checkstyle.xml
https://github.com/egetman/jes,43,11,6,194,5,https://github.com/egetman/jes/blob/master/checkstyle.xml
https://github.com/williamwebb/saber,43,0,0,81,5,https://github.com/williamwebb/saber/blob/master/checkstyle.xml
