repo_url,n_stars,n_issues,n_pulls,n_commits,n_forks,checkstyle_url
https://github.com/mkpaz/atlantafx,871,20,0,296,68,https://github.com/mkpaz/atlantafx/blob/master/checkstyle.xml
https://github.com/apache/metron,853,24,24,1453,508,https://github.com/apache/metron/blob/master/checkstyle.xml
https://github.com/spotify/heroic,848,70,3,1296,109,https://github.com/spotify/heroic/blob/master/checkstyle.xml
https://github.com/imageprocessor/cv4j,846,15,0,548,151,https://github.com/imageprocessor/cv4j/blob/master/checkstyle.xml
https://github.com/salesforce/reactive-grpc,835,25,11,603,119,https://github.com/salesforce/reactive-grpc/blob/master/checkstyle.xml
https://github.com/adorsys/keycloak-config-cli,822,50,15,2262,150,https://github.com/adorsys/keycloak-config-cli/blob/main/checkstyle.xml
https://github.com/alexa/alexa-skills-kit-sdk-for-java,815,12,3,732,748,https://github.com/alexa/alexa-skills-kit-sdk-for-java/blob/2.0.x/checkstyle.xml
https://github.com/material-foundation/material-remixer-android,774,21,1,372,54,https://github.com/material-foundation/material-remixer-android/blob/develop/checkstyle.xml
https://github.com/cdapio/cdap,763,104,104,52872,344,https://github.com/cdapio/cdap/blob/develop/checkstyle.xml
https://github.com/actframework/actframework,750,191,3,2542,126,https://github.com/actframework/actframework/blob/master/checkstyle.xml
https://github.com/gluonhq/scenebuilder,748,217,13,864,221,https://github.com/gluonhq/scenebuilder/blob/master/checkstyle.xml
https://github.com/google/google-api-java-client-samples,741,2,2,340,1026,https://github.com/google/google-api-java-client-samples/blob/master/checkstyle.xml
https://github.com/BUAA-BDA/OpenHuFu,727,5,1,224,291,https://github.com/BUAA-BDA/OpenHuFu/blob/main/checkstyle.xml
https://github.com/HubSpot/jinjava,709,114,20,3587,170,https://github.com/HubSpot/jinjava/blob/master/checkstyle.xml
https://github.com/soundcloud/lightcycle,704,6,0,184,55,https://github.com/soundcloud/lightcycle/blob/master/checkstyle.xml
https://github.com/square/coordinators,701,0,0,47,44,https://github.com/square/coordinators/blob/master/checkstyle.xml
https://github.com/airbnb/RxGroups,694,2,0,139,43,https://github.com/airbnb/RxGroups/blob/master/checkstyle.xml
https://github.com/andytill/erlyberly,692,29,4,376,43,https://github.com/andytill/erlyberly/blob/master/checkstyle.xml
https://github.com/abixen/abixen-platform,683,85,4,1706,209,https://github.com/abixen/abixen-platform/blob/master/checkstyle.xml
https://github.com/square/gifencoder,667,4,1,66,76,https://github.com/square/gifencoder/blob/master/checkstyle.xml
https://github.com/JakeWharton/picasso2-okhttp3-downloader,658,3,0,22,79,https://github.com/JakeWharton/picasso2-okhttp3-downloader/blob/master/checkstyle.xml
https://github.com/FabricMC/fabric-loader,636,130,22,775,269,https://github.com/FabricMC/fabric-loader/blob/master/checkstyle.xml
https://github.com/bifromqio/bifromq,630,4,0,499,62,https://github.com/bifromqio/bifromq/blob/main/checkstyle.xml
https://github.com/PaNaVTEC/Clean-Contacts,630,3,1,261,75,https://github.com/PaNaVTEC/Clean-Contacts/blob/develop/checkstyle.xml
https://github.com/JeasonWong/FlipShare,629,3,0,5,92,https://github.com/JeasonWong/FlipShare/blob/master/checkstyle.xml
https://github.com/googleapis/google-oauth-java-client,616,45,21,827,271,https://github.com/googleapis/google-oauth-java-client/blob/main/checkstyle.xml
https://github.com/syndesisio/syndesis,598,62,0,17480,201,https://github.com/syndesisio/syndesis/blob/1.15.x/checkstyle.xml
https://github.com/watson-developer-cloud/java-sdk,593,5,4,4194,532,https://github.com/watson-developer-cloud/java-sdk/blob/master/checkstyle.xml
https://github.com/orhanobut/wasp,584,19,0,272,71,https://github.com/orhanobut/wasp/blob/master/checkstyle.xml
https://github.com/youngmonkeys/ezyfox-server,583,1,0,698,98,https://github.com/youngmonkeys/ezyfox-server/blob/master/checkstyle.xml
https://github.com/GeyserMC/Floodgate,577,38,5,409,170,https://github.com/GeyserMC/Floodgate/blob/master/checkstyle.xml
https://github.com/NationalSecurityAgency/datawave,567,383,139,4290,246,https://github.com/NationalSecurityAgency/datawave/blob/integration/checkstyle.xml
https://github.com/awslabs/aws-athena-query-federation,561,132,46,2321,296,https://github.com/awslabs/aws-athena-query-federation/blob/master/checkstyle.xml
https://github.com/drakeet/Floo,549,4,0,49,36,https://github.com/drakeet/Floo/blob/master/checkstyle.xml
https://github.com/firebase/firebase-admin-java,546,82,15,535,269,https://github.com/firebase/firebase-admin-java/blob/master/checkstyle.xml
https://github.com/sxfad/porter,538,14,0,402,173,https://github.com/sxfad/porter/blob/master/checkstyle.xml
https://github.com/jitsi/jigasi,538,68,12,759,300,https://github.com/jitsi/jigasi/blob/master/checkstyle.xml
https://github.com/ls1intum/Artemis,536,826,83,9305,297,https://github.com/ls1intum/Artemis/blob/develop/checkstyle.xml
https://github.com/javadev/underscore-java,533,0,0,1554,80,https://github.com/javadev/underscore-java/blob/main/checkstyle.xml
https://github.com/games647/FastLogin,512,141,7,1111,124,https://github.com/games647/FastLogin/blob/main/checkstyle.xml
https://github.com/paritytrading/parity,502,0,0,896,183,https://github.com/paritytrading/parity/blob/master/checkstyle.xml
https://github.com/datavane/jobx,497,15,2,447,183,https://github.com/datavane/jobx/blob/master/checkstyle.xml
https://github.com/vvanholl/elasticsearch-prometheus-exporter,485,37,7,485,138,https://github.com/vvanholl/elasticsearch-prometheus-exporter/blob/master/checkstyle.xml
https://github.com/abstracta/jmeter-java-dsl,482,33,14,655,59,https://github.com/abstracta/jmeter-java-dsl/blob/master/checkstyle.xml
https://github.com/kokorin/Jaffree,479,24,11,567,83,https://github.com/kokorin/Jaffree/blob/master/checkstyle.xml
https://github.com/RUB-NDS/WS-Attacker,476,19,2,159,117,https://github.com/RUB-NDS/WS-Attacker/blob/master/checkstyle.xml
https://github.com/Yiuman/citrus,475,5,0,346,148,https://github.com/Yiuman/citrus/blob/master/checkstyle.xml
https://github.com/QuiltMC/quilt-loader,472,77,8,1369,86,https://github.com/QuiltMC/quilt-loader/blob/develop/checkstyle.xml
https://github.com/jhipster/jhipster-lite,472,69,12,21537,216,https://github.com/jhipster/jhipster-lite/blob/main/checkstyle.xml
https://github.com/square/burst,465,1,0,119,29,https://github.com/square/burst/blob/master/checkstyle.xml
https://github.com/FabricMC/Enigma,456,105,18,937,116,https://github.com/FabricMC/Enigma/blob/master/checkstyle.xml
https://github.com/amazon-archives/dynamodb-janusgraph-storage-backend,447,54,11,151,98,https://github.com/amazon-archives/dynamodb-janusgraph-storage-backend/blob/master/checkstyle.xml
https://github.com/material-motion/material-motion-android,444,15,0,149,26,https://github.com/material-motion/material-motion-android/blob/develop/checkstyle.xml
https://github.com/TNG/JGiven,437,55,9,3288,100,https://github.com/TNG/JGiven/blob/master/checkstyle.xml
https://github.com/jitsi/ice4j,436,48,10,832,232,https://github.com/jitsi/ice4j/blob/master/checkstyle.xml
https://github.com/PCGen/pcgen,435,25,1,27459,342,https://github.com/PCGen/pcgen/blob/master/checkstyle.xml
https://github.com/jenkinsci/pipeline-aws-plugin,431,89,7,727,203,https://github.com/jenkinsci/pipeline-aws-plugin/blob/master/checkstyle.xml
https://github.com/aws-samples/aws-sam-java-rest,431,16,4,16,151,https://github.com/aws-samples/aws-sam-java-rest/blob/master/checkstyle.xml
https://github.com/orhanobut/tracklytics,429,6,1,136,45,https://github.com/orhanobut/tracklytics/blob/master/checkstyle.xml
https://github.com/cloudsimplus/cloudsimplus,426,16,1,3224,197,https://github.com/cloudsimplus/cloudsimplus/blob/master/checkstyle.xml
https://github.com/vram-guild/canvas,425,85,3,2614,40,https://github.com/vram-guild/canvas/blob/1.19/checkstyle.xml
https://github.com/free46000/MultiItem,424,10,0,54,78,https://github.com/free46000/MultiItem/blob/master/checkstyle.xml
https://github.com/victools/jsonschema-generator,405,16,5,507,59,https://github.com/victools/jsonschema-generator/blob/main/checkstyle.xml
https://github.com/Wolfsblvt/BlossomsPokemonGoManager,396,55,5,712,115,https://github.com/Wolfsblvt/BlossomsPokemonGoManager/blob/develop/checkstyle.xml
https://github.com/SourceLabOrg/kafka-webview,394,56,32,348,83,https://github.com/SourceLabOrg/kafka-webview/blob/master/checkstyle.xml
https://github.com/apache/incubator-uniffle,393,295,55,1254,150,https://github.com/apache/incubator-uniffle/blob/master/checkstyle.xml
https://github.com/hansenji/pocketknife,392,0,0,129,16,https://github.com/hansenji/pocketknife/blob/master/checkstyle.xml
https://github.com/CloudNetService/CloudNet,386,52,17,3036,121,https://github.com/CloudNetService/CloudNet/blob/nightly/checkstyle.xml
https://github.com/SeeSharpSoft/intellij-csv-validator,381,47,0,635,46,https://github.com/SeeSharpSoft/intellij-csv-validator/blob/main/checkstyle.xml
https://github.com/JeasonWong/JikeGallery,379,5,0,4,49,https://github.com/JeasonWong/JikeGallery/blob/master/checkstyle.xml
https://github.com/shihuili1218/klein,373,4,1,25,23,https://github.com/shihuili1218/klein/blob/main/checkstyle.xml
https://github.com/f2prateek/rx-receivers,367,2,1,22,26,https://github.com/f2prateek/rx-receivers/blob/master/checkstyle.xml
https://github.com/pyricau/frenchtoast,363,2,0,20,40,https://github.com/pyricau/frenchtoast/blob/master/checkstyle.xml
https://github.com/ophio/secure-preferences,347,14,2,39,56,https://github.com/ophio/secure-preferences/blob/develop/checkstyle.xml
https://github.com/MichaelEvans/Aftermath,342,4,1,34,26,https://github.com/MichaelEvans/Aftermath/blob/master/checkstyle.xml
https://github.com/IFTTT/SparkleMotion,339,4,0,19,49,https://github.com/IFTTT/SparkleMotion/blob/main/checkstyle.xml
https://github.com/juliarn/npc-lib,335,2,0,120,50,https://github.com/juliarn/npc-lib/blob/v3/checkstyle.xml
https://github.com/woo-j/OkapiBarcode,334,8,2,1014,97,https://github.com/woo-j/OkapiBarcode/blob/master/checkstyle.xml
https://github.com/ECharts-Java/ECharts-Java,333,11,0,248,61,https://github.com/ECharts-Java/ECharts-Java/blob/master/checkstyle.xml
https://github.com/etsy/statsd-jvm-profiler,330,9,4,251,93,https://github.com/etsy/statsd-jvm-profiler/blob/master/checkstyle.xml
https://github.com/paritytrading/philadelphia,329,2,0,1472,96,https://github.com/paritytrading/philadelphia/blob/main/checkstyle.xml
https://github.com/moxy-community/Moxy,326,23,0,421,34,https://github.com/moxy-community/Moxy/blob/develop/checkstyle.xml
https://github.com/Gaming32/ArrayV,321,21,3,1331,48,https://github.com/Gaming32/ArrayV/blob/main/checkstyle.xml
https://github.com/diennea/herddb,318,73,15,1537,46,https://github.com/diennea/herddb/blob/master/checkstyle.xml
https://github.com/PatchworkMC/patchwork-patcher,316,20,0,359,33,https://github.com/PatchworkMC/patchwork-patcher/blob/master/checkstyle.xml
https://github.com/gtiwari333/spring-boot-web-application-sample,308,1,0,362,127,https://github.com/gtiwari333/spring-boot-web-application-sample/blob/master/checkstyle.xml
https://github.com/americanexpress/nodes,308,43,14,83,71,https://github.com/americanexpress/nodes/blob/master/checkstyle.xml
https://github.com/DropSnorz/OwlPlug,304,42,9,801,11,https://github.com/DropSnorz/OwlPlug/blob/master/checkstyle.xml
https://github.com/tdebatty/java-LSH,295,11,3,84,83,https://github.com/tdebatty/java-LSH/blob/master/checkstyle.xml
https://github.com/TinkerPatch/tinkerpatch-sdk,294,61,0,168,56,https://github.com/TinkerPatch/tinkerpatch-sdk/blob/master/checkstyle.xml
https://github.com/CottonMC/LibGui,294,26,0,685,50,https://github.com/CottonMC/LibGui/blob/master/checkstyle.xml
https://github.com/aws-powertools/powertools-lambda-java,291,63,13,1186,88,https://github.com/aws-powertools/powertools-lambda-java/blob/main/checkstyle.xml
https://github.com/uber/rides-android-sdk,290,46,2,420,127,https://github.com/uber/rides-android-sdk/blob/main/checkstyle.xml
https://github.com/sakserv/hadoop-mini-clusters,289,11,2,396,105,https://github.com/sakserv/hadoop-mini-clusters/blob/master/checkstyle.xml
https://github.com/orhanobut/bee,287,6,1,69,27,https://github.com/orhanobut/bee/blob/master/checkstyle.xml
https://github.com/PatchworkMC/patchwork-api,283,24,3,535,48,https://github.com/PatchworkMC/patchwork-api/blob/1.16.x/checkstyle.xml
https://github.com/amihaiemil/docker-java-api,270,22,1,516,53,https://github.com/amihaiemil/docker-java-api/blob/master/checkstyle.xml
https://github.com/spotify/styx,267,24,20,3645,50,https://github.com/spotify/styx/blob/master/checkstyle.xml
https://github.com/decorators-squad/eo-yaml,264,19,0,1041,52,https://github.com/decorators-squad/eo-yaml/blob/master/checkstyle.xml
https://github.com/vitalidze/chromecast-java-api-v2,264,12,3,285,76,https://github.com/vitalidze/chromecast-java-api-v2/blob/master/checkstyle.xml
https://github.com/dapr/java-sdk,262,130,14,555,207,https://github.com/dapr/java-sdk/blob/master/checkstyle.xml
https://github.com/DMaroo/GhidRust,262,1,0,37,16,https://github.com/DMaroo/GhidRust/blob/master/checkstyle.xml
https://github.com/ASSERT-KTH/depclean,260,19,7,613,30,https://github.com/ASSERT-KTH/depclean/blob/master/checkstyle.xml
https://github.com/sockeqwe/ParcelablePlease,259,10,0,64,21,https://github.com/sockeqwe/ParcelablePlease/blob/master/checkstyle.xml
https://github.com/akarnokd/open-ig,258,132,1,2394,58,https://github.com/akarnokd/open-ig/blob/master/checkstyle.xml
https://github.com/SeleniumHQ/htmlunit-driver,257,16,2,782,86,https://github.com/SeleniumHQ/htmlunit-driver/blob/master/checkstyle.xml
https://github.com/autonomousapps/Cappuccino,255,4,0,107,20,https://github.com/autonomousapps/Cappuccino/blob/master/checkstyle.xml
https://github.com/peterarsentev/games_oop_javafx,252,1,0,45,1231,https://github.com/peterarsentev/games_oop_javafx/blob/master/checkstyle.xml
https://github.com/Tencent/Firestorm,252,0,0,142,72,https://github.com/Tencent/Firestorm/blob/master/checkstyle.xml
https://github.com/JMRI/JMRI,246,50,4,83579,334,https://github.com/JMRI/JMRI/blob/master/checkstyle.xml
https://github.com/FabricMC/fabric-loom,245,138,12,1234,213,https://github.com/FabricMC/fabric-loom/blob/dev/1.9/checkstyle.xml
https://github.com/ksprojects/zkcopy,242,5,0,52,95,https://github.com/ksprojects/zkcopy/blob/master/checkstyle.xml
https://github.com/gomint/gomint,241,64,3,1678,31,https://github.com/gomint/gomint/blob/master/checkstyle.xml
https://github.com/Mellanox/SparkRDMA,241,10,1,119,70,https://github.com/Mellanox/SparkRDMA/blob/master/checkstyle.xml
https://github.com/hantsy/spring-reactive-jwt-sample,236,3,2,471,56,https://github.com/hantsy/spring-reactive-jwt-sample/blob/master/checkstyle.xml
https://github.com/akarnokd/RxJava3-preview,234,4,0,36,20,https://github.com/akarnokd/RxJava3-preview/blob/master/checkstyle.xml
https://github.com/vmware-archive/xenon,227,4,0,1915,97,https://github.com/vmware-archive/xenon/blob/master/checkstyle.xml
https://github.com/segunfamisa/icicle,225,3,0,67,8,https://github.com/segunfamisa/icicle/blob/master/checkstyle.xml
https://github.com/NetsOSS/headless-burp,223,18,5,49,56,https://github.com/NetsOSS/headless-burp/blob/master/checkstyle.xml
https://github.com/salesforce/grpc-java-contrib,221,13,6,506,34,https://github.com/salesforce/grpc-java-contrib/blob/master/checkstyle.xml
https://github.com/ligboy/retrofit-converter-fastjson,220,5,0,27,35,https://github.com/ligboy/retrofit-converter-fastjson/blob/master/checkstyle.xml
https://github.com/hyperledger-archives/quilt,219,20,0,203,81,https://github.com/hyperledger-archives/quilt/blob/main/checkstyle.xml
https://github.com/jhipster/jhipster-sample-app-react,218,1,1,118,99,https://github.com/jhipster/jhipster-sample-app-react/blob/main/checkstyle.xml
https://github.com/qyxxjd/CommonAdapter,218,1,0,43,56,https://github.com/qyxxjd/CommonAdapter/blob/master/checkstyle.xml
https://github.com/mapbox/mapbox-gl-native-android,217,147,2,285,118,https://github.com/mapbox/mapbox-gl-native-android/blob/main/checkstyle.xml
https://github.com/Blynk-Technologies/clickhouse4j,215,21,1,962,38,https://github.com/Blynk-Technologies/clickhouse4j/blob/master/checkstyle.xml
https://github.com/jenkinsci/bitbucket-branch-source-plugin,214,63,11,946,354,https://github.com/jenkinsci/bitbucket-branch-source-plugin/blob/master/checkstyle.xml
https://github.com/hyperledger/fabric-gateway-java,213,0,0,172,114,https://github.com/hyperledger/fabric-gateway-java/blob/main/checkstyle.xml
https://github.com/walmartlabs/concord,211,29,12,4969,105,https://github.com/walmartlabs/concord/blob/master/checkstyle.xml
https://github.com/vmware/vsphere-automation-sdk-java,210,8,0,296,134,https://github.com/vmware/vsphere-automation-sdk-java/blob/master/checkstyle.xml
https://github.com/jhipster/jhipster-online,210,23,7,981,141,https://github.com/jhipster/jhipster-online/blob/main/checkstyle.xml
https://github.com/sngular/kloadgen,208,22,4,538,42,https://github.com/sngular/kloadgen/blob/master/checkstyle.xml
https://github.com/akarnokd/ixjava,208,0,0,108,9,https://github.com/akarnokd/ixjava/blob/1.x/checkstyle.xml
https://github.com/popeen/Booksonic-Air,206,50,6,1685,22,https://github.com/popeen/Booksonic-Air/blob/master/checkstyle.xml
https://github.com/CS-SI/Orekit,199,2,2,9877,81,https://github.com/CS-SI/Orekit/blob/develop/checkstyle.xml
https://github.com/atlasmap/atlasmap,199,154,26,4288,113,https://github.com/atlasmap/atlasmap/blob/main/checkstyle.xml
https://github.com/NightlyNexus/ViewStatePagerAdapter,197,0,0,31,9,https://github.com/NightlyNexus/ViewStatePagerAdapter/blob/master/checkstyle.xml
https://github.com/sockeqwe/AnnotatedAdapter,195,11,4,82,31,https://github.com/sockeqwe/AnnotatedAdapter/blob/master/checkstyle.xml
https://github.com/StarRocks/starrocks-connector-for-apache-flink,194,86,30,300,164,https://github.com/StarRocks/starrocks-connector-for-apache-flink/blob/main/checkstyle.xml
https://github.com/TheIllusiveC4/Curios,192,16,2,745,74,https://github.com/TheIllusiveC4/Curios/blob/1.20.6/checkstyle.xml
https://github.com/JakeWharton/retrofit1-okhttp3-client,192,0,0,20,20,https://github.com/JakeWharton/retrofit1-okhttp3-client/blob/master/checkstyle.xml
https://github.com/Blackdread/sql-to-jdl,184,11,2,434,83,https://github.com/Blackdread/sql-to-jdl/blob/master/checkstyle.xml
https://github.com/sergejsha/featured,181,0,0,87,14,https://github.com/sergejsha/featured/blob/master/checkstyle.xml
https://github.com/1C-Company/v8-code-style,176,639,13,844,53,https://github.com/1C-Company/v8-code-style/blob/master/checkstyle.xml
https://github.com/wso2/carbon-apimgt,166,26,26,40482,628,https://github.com/wso2/carbon-apimgt/blob/master/checkstyle.xml
https://github.com/jitsi/jitsi-meet-torture,165,30,13,1241,149,https://github.com/jitsi/jitsi-meet-torture/blob/master/checkstyle.xml
https://github.com/SpoonLabs/gumtree-spoon-ast-diff,161,30,0,406,42,https://github.com/SpoonLabs/gumtree-spoon-ast-diff/blob/master/checkstyle.xml
https://github.com/hapifhir/org.hl7.fhir.core,158,55,9,8089,165,https://github.com/hapifhir/org.hl7.fhir.core/blob/master/checkstyle.xml
https://github.com/GoldenGnu/jeveassets,157,116,2,3714,37,https://github.com/GoldenGnu/jeveassets/blob/main/checkstyle.xml
https://github.com/cdapio/tephra,157,6,6,263,43,https://github.com/cdapio/tephra/blob/develop/checkstyle.xml
https://github.com/schema-repo/schema-repo,155,16,6,68,46,https://github.com/schema-repo/schema-repo/blob/master/checkstyle.xml
https://github.com/TheAliceProject/alice3,154,26,0,12596,24,https://github.com/TheAliceProject/alice3/blob/develop/checkstyle.xml
https://github.com/javadev/LeetCode-in-Java,153,0,0,2506,72,https://github.com/javadev/LeetCode-in-Java/blob/main/checkstyle.xml
https://github.com/postgis/postgis-java,152,5,0,196,57,https://github.com/postgis/postgis-java/blob/main/checkstyle.xml
https://github.com/TerraformersMC/Traverse,151,10,1,333,32,https://github.com/TerraformersMC/Traverse/blob/1.21.2/checkstyle.xml
https://github.com/playa-ru/keycloak-russian-providers,151,2,1,297,38,https://github.com/playa-ru/keycloak-russian-providers/blob/master/checkstyle.xml
https://github.com/bitquest/bitquest,150,8,1,1684,66,https://github.com/bitquest/bitquest/blob/master/checkstyle.xml
https://github.com/OtusTeam/Spring,150,138,137,1136,169,https://github.com/OtusTeam/Spring/blob/master/checkstyle.xml
https://github.com/OneDrive/onedrive-sdk-android,149,1,0,124,52,https://github.com/OneDrive/onedrive-sdk-android/blob/master/checkstyle.xml
https://github.com/johnlcox/motif,149,4,0,69,4,https://github.com/johnlcox/motif/blob/master/checkstyle.xml
https://github.com/apache/incubator-crail,148,3,3,437,47,https://github.com/apache/incubator-crail/blob/master/checkstyle.xml
https://github.com/jd-opensource/joylive-agent,148,18,0,1098,22,https://github.com/jd-opensource/joylive-agent/blob/main/checkstyle.xml
https://github.com/linkedpipes/etl,148,197,0,2621,30,https://github.com/linkedpipes/etl/blob/develop/checkstyle.xml
https://github.com/seart-group/ghs,147,6,3,3097,17,https://github.com/seart-group/ghs/blob/master/checkstyle.xml
https://github.com/launchdarkly/okhttp-eventsource,146,6,2,199,33,https://github.com/launchdarkly/okhttp-eventsource/blob/main/checkstyle.xml
https://github.com/rapiddweller/rapiddweller-benerator-ce,145,13,5,1869,24,https://github.com/rapiddweller/rapiddweller-benerator-ce/blob/development/checkstyle.xml
